,predicted_price,true_price
0,0.50182915,0.51350236
1,0.5064436,0.5155638
2,0.51176554,0.51968664
3,0.5156712,0.5031952
4,0.5174603,0.50525665
5,0.51697946,0.48051947
6,0.51675326,0.4949495
7,0.51496756,0.50525665
8,0.51286995,0.5155638
9,0.51381,0.52380955
10,0.51560915,0.5155638
11,0.51752305,0.5176252
12,0.5200894,0.51350236
13,0.5212352,0.4949495
14,0.5194299,0.5031952
15,0.5176661,0.49082664
16,0.51554954,0.49288806
17,0.51255256,0.48670378
18,0.5091382,0.50525665
19,0.50796723,0.51144093
20,0.5083059,0.52380955
21,0.5121989,0.52999383
22,0.5177123,0.554731
23,0.52544427,0.5629767
24,0.5346665,0.5526695
25,0.54280645,0.52380955
26,0.54681206,0.53205526
27,0.5480675,0.5609153
28,0.548546,0.5609153
29,0.54800034,0.54648525
30,0.5486193,0.5485467
31,0.5494674,0.5485467
32,0.550325,0.5423624
33,0.54794985,0.53823954
34,0.5452927,0.5279324
35,0.5440299,0.525871
36,0.5423024,0.525871
37,0.5403394,0.5155638
38,0.53785264,0.49907234
39,0.5347437,0.51144093
40,0.53172404,0.5155638
41,0.5298232,0.5279324
42,0.52928543,0.5093795
43,0.5301611,0.525871
44,0.532667,0.5155638
45,0.53373474,0.5506081
46,0.5368864,0.5444238
47,0.5409005,0.55885386
48,0.545282,0.56503814
49,0.54963714,0.58152956
50,0.5569224,0.6165739
51,0.56413454,0.61451244
52,0.5733583,0.6042053
53,0.5815344,0.5959596
54,0.5876078,0.612451
55,0.5909897,0.5959596
56,0.58983654,0.6165739
57,0.59160167,0.63306534
58,0.59653455,0.6433725
59,0.60430676,0.65367967
60,0.6121239,0.6165739
61,0.6193678,0.64131105
62,0.6233298,0.6433725
63,0.62476885,0.6969697
64,0.6299666,0.717584
65,0.641241,0.7052154
66,0.6555542,0.69490826
67,0.6672171,0.6969697
68,0.6769404,0.6990311
69,0.67850906,0.70315397
70,0.6784745,0.6990311
71,0.67937285,0.6825397
72,0.68111664,0.67841685
73,0.6806133,0.64131105
74,0.678816,0.65986395
75,0.67386454,0.6639868
76,0.66860443,0.69490826
77,0.6672583,0.6969697
78,0.6686703,0.72170687
79,0.6743762,0.7340754
80,0.68391687,0.717584
81,0.6930881,0.7299526
82,0.6992381,0.7237683
83,0.70477515,0.69490826
84,0.7061401,0.6825397
85,0.7037,0.6660482
86,0.6995283,0.6701711
87,0.6935181,0.67841685
88,0.6870566,0.69284683
89,0.6835918,0.69490826
90,0.68232566,0.68666255
91,0.68331677,0.6495568
92,0.68333334,0.65367967
93,0.681521,0.64131105
94,0.6768859,0.6495568
95,0.67223316,0.6578025
96,0.66776687,0.67635536
97,0.6672369,0.7237683
98,0.67273235,0.70315397
99,0.68094665,0.7773655
100,0.6935657,0.78973407
101,0.7112075,0.76293546
102,0.72749907,0.7381983
103,0.734416,0.7753041
104,0.74102587,0.7588126
105,0.7437721,0.7670583
106,0.7435979,0.7381983
107,0.7444315,0.74025977
108,0.7452885,0.71346116
109,0.7410521,0.71964544
110,0.7334946,0.69490826
111,0.72549194,0.6846011
112,0.71842813,0.70315397
113,0.7120188,0.688724
114,0.70686084,0.71139973
115,0.7050851,0.6825397
116,0.703922,0.6722325
117,0.70356137,0.6557411
118,0.699531,0.67635536
119,0.69561106,0.68666255
120,0.6908327,0.6969697
121,0.68990356,0.6722325
122,0.6896215,0.6639868
123,0.68996733,0.67841685
124,0.6879425,0.6825397
125,0.6858919,0.732014
126,0.6875866,0.69284683
127,0.6916412,0.67841685
128,0.69511145,0.71139973
129,0.6982643,0.71139973
130,0.7013544,0.717584
131,0.69982505,0.70315397
132,0.7009505,0.7155226
133,0.7032535,0.72170687
134,0.70340186,0.7237683
135,0.70432097,0.71346116
136,0.7051094,0.6990311
137,0.7053389,0.69284683
138,0.70446956,0.7155226
139,0.70356214,0.70109254
140,0.70238143,0.71964544
141,0.70315504,0.7381983
142,0.70706564,0.71346116
143,0.7110333,0.7299526
144,0.7144887,0.7093383
145,0.71709895,0.6969697
146,0.7164424,0.6990311
147,0.71176535,0.688724
148,0.70807743,0.67841685
149,0.7023844,0.66810966
150,0.6966806,0.66810966
151,0.6922879,0.688724
152,0.6893002,0.67635536
153,0.68697464,0.6701711
154,0.6847473,0.6639868
155,0.6827379,0.6639868
156,0.68019277,0.65986395
157,0.67730206,0.65986395
158,0.67485684,0.6495568
159,0.672702,0.6310039
160,0.66898924,0.6392496
161,0.6649632,0.612451
162,0.65907145,0.612451
163,0.65245444,0.6165739
164,0.64568067,0.60626674
165,0.6397638,0.60008246
166,0.6333268,0.60008246
167,0.62917113,0.5670996
168,0.6248059,0.55885386
