,predicted_price,true_price
0,0.60289454,0.6101019
1,0.6028275,0.6167479
2,0.60418457,0.6101019
3,0.6057637,0.6056712
4,0.6054227,0.6056712
5,0.60433537,0.6034559
6,0.603848,0.59902525
7,0.6027793,0.6056712
8,0.6016694,0.6056712
9,0.60145164,0.62117857
10,0.6016065,0.6233939
11,0.603209,0.62782454
12,0.6061649,0.6145326
13,0.6086438,0.59902525
14,0.6090687,0.58351797
15,0.6057906,0.59902525
16,0.60125524,0.6056712
17,0.5979703,0.5857333
18,0.59511405,0.6145326
19,0.59533167,0.6411165
20,0.5998761,0.6322552
21,0.60531116,0.6256092
22,0.6095428,0.62117857
23,0.6136296,0.62117857
24,0.61513203,0.6411165
25,0.61561096,0.61896324
26,0.6161592,0.61231726
27,0.61627173,0.6167479
28,0.6158092,0.6145326
29,0.61419386,0.61231726
30,0.6102257,0.6167479
31,0.607833,0.61231726
32,0.60712826,0.61231726
33,0.6064806,0.62782454
34,0.60749674,0.6233939
35,0.6092641,0.62117857
36,0.6108055,0.6233939
37,0.61221516,0.6433319
38,0.6153004,0.7120071
39,0.6229633,0.65662384
40,0.63399345,0.6233939
41,0.6408822,0.6233939
42,0.642774,0.6034559
43,0.6385247,0.6233939
44,0.62734884,0.6167479
45,0.617355,0.62117857
46,0.6139473,0.6300399
47,0.61322004,0.6145326
48,0.61376286,0.62117857
49,0.61402,0.6145326
50,0.6132899,0.6145326
51,0.61236215,0.59902525
52,0.61010015,0.60788655
53,0.6085907,0.5968099
54,0.60702866,0.6012406
55,0.60443187,0.6056712
56,0.6019983,0.6056712
57,0.6012056,0.60788655
58,0.6008978,0.6101019
59,0.6012533,0.6012406
60,0.60135233,0.6056712
61,0.6005431,0.60788655
62,0.5997821,0.6101019
63,0.59932226,0.6034559
64,0.59929943,0.5968099
65,0.5992566,0.6322552
66,0.6006322,0.62782454
67,0.6047002,0.61896324
68,0.6082318,0.60788655
69,0.61013246,0.6056712
70,0.61085504,0.62117857
71,0.60937285,0.6145326
72,0.6059898,0.6233939
73,0.6062367,0.6167479
74,0.60756165,0.6167479
75,0.60874677,0.6056712
76,0.60794485,0.6056712
77,0.6065534,0.6034559
78,0.6039777,0.6034559
79,0.6015625,0.6101019
80,0.60022753,0.6034559
81,0.5998958,0.6233939
82,0.6009261,0.6101019
83,0.60220206,0.6056712
84,0.6028713,0.59902525
85,0.6021746,0.6034559
86,0.6012994,0.6012406
87,0.59904605,0.6034559
88,0.59777105,0.6056712
89,0.59739566,0.6034559
90,0.5973671,0.60788655
91,0.59752744,0.6012406
92,0.59747684,0.59902525
93,0.59689623,0.5945946
94,0.59565467,0.5945946
95,0.5942801,0.5945946
96,0.5926067,0.59016395
97,0.59116775,0.5923793
98,0.58997613,0.5945946
99,0.58929175,0.57908726
100,0.58835864,0.57022595
101,0.58600956,0.59016395
102,0.5835916,0.57022595
103,0.58083767,0.5458573
104,0.576205,0.54807264
105,0.5706863,0.5259194
106,0.5646433,0.53256536
107,0.55705106,0.5281347
