,predicted_price,true_price
0,0.46770254,0.51350236
1,0.4713888,0.5155638
2,0.47502494,0.51968664
3,0.4781188,0.5031952
4,0.4791565,0.50525665
5,0.47867543,0.48051947
6,0.47869322,0.4949495
7,0.47707596,0.50525665
8,0.47587585,0.5155638
9,0.47790053,0.52380955
10,0.4795349,0.5155638
11,0.48011434,0.5176252
12,0.4816186,0.51350236
13,0.48231575,0.4949495
14,0.48033032,0.5031952
15,0.47879094,0.49082664
16,0.47659242,0.49288806
17,0.47394863,0.48670378
18,0.47093514,0.50525665
19,0.470377,0.51144093
20,0.47155514,0.52380955
21,0.4763266,0.52999383
22,0.48167458,0.554731
23,0.4886599,0.5629767
24,0.4978066,0.5526695
25,0.5039397,0.52380955
26,0.5060363,0.53205526
27,0.50534403,0.5609153
28,0.5064325,0.5609153
29,0.5069026,0.54648525
30,0.50682634,0.5485467
31,0.50628763,0.5485467
32,0.50610334,0.5423624
33,0.5041761,0.53823954
34,0.502073,0.5279324
35,0.500918,0.525871
36,0.49946415,0.525871
37,0.49792692,0.5155638
38,0.49585608,0.49907234
39,0.49310663,0.51144093
40,0.49073064,0.5155638
41,0.4897329,0.5279324
42,0.49002472,0.5093795
43,0.49121585,0.525871
44,0.49349734,0.5155638
45,0.49373707,0.5506081
46,0.49814674,0.5444238
47,0.5022544,0.55885386
48,0.50559455,0.56503814
49,0.508884,0.58152956
50,0.51525754,0.6165739
51,0.52369153,0.61451244
52,0.53115755,0.6042053
53,0.5365067,0.5959596
54,0.5401057,0.612451
55,0.54247373,0.5959596
56,0.5413604,0.6165739
57,0.54354906,0.63306534
58,0.5491451,0.6433725
59,0.55698967,0.65367967
60,0.56335133,0.6165739
61,0.56794614,0.64131105
62,0.57061887,0.6433725
63,0.57143015,0.6969697
64,0.57916224,0.717584
65,0.59105027,0.7052154
66,0.6023379,0.69490826
67,0.6097523,0.6969697
68,0.6160624,0.6990311
69,0.6165862,0.70315397
70,0.61693025,0.6990311
71,0.61807144,0.6825397
72,0.6190784,0.67841685
73,0.61871374,0.64131105
74,0.61729926,0.65986395
75,0.61285645,0.6639868
76,0.6088028,0.69490826
77,0.60941774,0.6969697
78,0.6110325,0.72170687
79,0.61585957,0.7340754
80,0.6239759,0.717584
81,0.6306252,0.7299526
82,0.6353544,0.7237683
83,0.6392406,0.69490826
84,0.6393908,0.6825397
85,0.63668305,0.6660482
86,0.63257873,0.6701711
87,0.6274274,0.67841685
88,0.6223382,0.69284683
89,0.6204473,0.69490826
90,0.6199554,0.68666255
91,0.62105197,0.6495568
92,0.62056005,0.65367967
93,0.6185206,0.64131105
94,0.614597,0.6495568
95,0.6108912,0.6578025
96,0.6079377,0.67635536
97,0.6086906,0.7237683
98,0.6160544,0.70315397
99,0.62313175,0.7773655
100,0.63547045,0.78973407
101,0.6517719,0.76293546
102,0.66276157,0.7381983
103,0.6655905,0.7753041
104,0.6697081,0.7588126
105,0.673004,0.7670583
106,0.67385477,0.7381983
107,0.6738231,0.74025977
108,0.6724974,0.71346116
109,0.66836494,0.71964544
110,0.66151845,0.69490826
111,0.6554198,0.6846011
112,0.6488974,0.70315397
113,0.6441636,0.688724
114,0.64042175,0.71139973
115,0.6403185,0.6825397
116,0.63861376,0.6722325
117,0.63709307,0.6557411
118,0.632607,0.67635536
119,0.6294393,0.68666255
120,0.62674665,0.6969697
121,0.6267805,0.6722325
122,0.6262758,0.6639868
123,0.6252103,0.67841685
124,0.6235028,0.6825397
125,0.6220468,0.732014
126,0.6264252,0.69284683
127,0.6297969,0.67841685
128,0.63120836,0.71139973
129,0.6336874,0.71139973
130,0.6358272,0.717584
131,0.6349337,0.70315397
132,0.63515216,0.7155226
133,0.63643134,0.72170687
134,0.6366581,0.7237683
135,0.6376252,0.71346116
136,0.63789755,0.6990311
137,0.6375293,0.69284683
138,0.6366255,0.7155226
139,0.6363017,0.70109254
140,0.6357154,0.71964544
141,0.63692194,0.7381983
142,0.6414727,0.71346116
143,0.64425564,0.7299526
144,0.6470983,0.7093383
145,0.648459,0.6969697
146,0.64682543,0.6990311
147,0.64278215,0.688724
148,0.63944083,0.67841685
149,0.634735,0.66810966
150,0.6299712,0.66810966
151,0.6265806,0.688724
152,0.6249509,0.67635536
153,0.6233339,0.6701711
154,0.6211746,0.6639868
155,0.61921513,0.6639868
156,0.61707026,0.65986395
157,0.6155426,0.65986395
158,0.6135839,0.6495568
159,0.6113149,0.6310039
160,0.6077455,0.6392496
161,0.6044618,0.612451
162,0.5992863,0.612451
163,0.59329385,0.6165739
164,0.5874359,0.60626674
165,0.5823819,0.60008246
166,0.57770884,0.60008246
167,0.5744312,0.5670996
168,0.5704474,0.55885386
169,0.56520176,0.5526695
170,0.55834156,0.5423624
171,0.5507445,0.5485467
172,0.54304785,0.5753453
173,0.53931123,0.5938982
174,0.5391981,0.6042053
175,0.5416792,0.5856525
176,0.5441,0.5897753
177,0.5462509,0.5897753
178,0.54663473,0.5753453
179,0.5452519,0.5959596
180,0.5449272,0.583591
181,0.5445219,0.5897753
182,0.5450046,0.59183675
183,0.54526556,0.60832816
184,0.5468001,0.612451
185,0.5490173,0.6474954
186,0.55580914,0.6578025
187,0.5634444,0.6454339
188,0.5696896,0.64131105
189,0.5735694,0.6310039
190,0.575134,0.65367967
191,0.5761274,0.67429394
192,0.5793541,0.6825397
193,0.58474416,0.67841685
194,0.58956575,0.6825397
195,0.5942528,0.65986395
196,0.59662944,0.65367967
197,0.59607244,0.6474954
198,0.59404457,0.6722325
199,0.59397894,0.68666255
200,0.597803,0.67841685
201,0.60139567,0.6825397
202,0.60454655,0.6969697
203,0.6088092,0.70315397
204,0.6135756,0.67841685
205,0.6147486,0.6722325
206,0.6151405,0.6660482
207,0.614796,0.6907854
208,0.6141343,0.67429394
209,0.6125656,0.67429394
210,0.6115693,0.6846011
211,0.61189616,0.68666255
212,0.61281025,0.67635536
