,predicted_price,true_price
0,0.022107571,0.023591088
1,0.022632703,0.021625163
2,0.022815973,0.020969857
3,0.02335763,0.024901703
4,0.024646118,0.01965924
5,0.024628818,0.020969857
6,0.023765355,0.020314548
7,0.024041682,0.020969857
8,0.024119824,0.01965924
9,0.023185432,0.015072084
10,0.022806704,0.01310616
11,0.021596879,0.015072084
12,0.020508468,0.0163827
13,0.019494444,0.022280471
14,0.019928873,0.020969857
15,0.021448314,0.024901703
16,0.023547292,0.023591088
17,0.02479504,0.027522936
18,0.026667908,0.022280471
19,0.026265591,0.02293578
20,0.025931284,0.020969857
21,0.025195807,0.015072084
22,0.023029432,0.01310616
23,0.020463347,0.011140236
24,0.018603683,0.013761468
25,0.017195046,0.0163827
26,0.016732916,0.015727391
27,0.016559556,0.01310616
28,0.016032264,0.0124508515
29,0.01548329,0.014416776
30,0.015567973,0.01310616
31,0.015438721,0.0124508515
32,0.01562041,0.011140236
33,0.015425742,0.010484928
34,0.015201986,0.013761468
35,0.015092075,0.010484928
36,0.01434949,0.011140236
37,0.014003068,0.011795544
38,0.013967961,0.01310616
39,0.014381379,0.014416776
40,0.014793217,0.017038008
41,0.015829444,0.017038008
42,0.016575083,0.021625163
43,0.018294945,0.021625163
44,0.02054356,0.021625163
45,0.021756753,0.018348623
46,0.021913707,0.0163827
47,0.021442771,0.017693317
48,0.020717248,0.0163827
49,0.019891232,0.0163827
50,0.019043058,0.014416776
51,0.017931268,0.013761468
52,0.017046496,0.0163827
53,0.016931549,0.019003931
54,0.017010093,0.019003931
55,0.017872512,0.019003931
56,0.018490791,0.015727391
57,0.018172562,0.00982962
58,0.016009554,0.005897772
59,0.014208764,0.0045871558
60,0.01263085,0.003931848
61,0.011208132,0.0045871558
62,0.010144144,0.005242464
63,0.009725273,0.001965924
64,0.008462638,-0.002621232
65,0.006394446,-0.005897772
66,0.0052312016,-0.005897772
67,0.0035689771,-0.003931848
68,0.0023896992,-0.00327654
69,0.0019797385,-0.007863696
70,0.0015840828,-0.007208388
71,0.0011586696,-0.008519004
72,0.00019544363,-0.011795544
73,-0.0009585619,-0.007863696
74,-0.0020457208,-0.011140236
75,-0.0030250251,-0.0124508515
76,-0.004491046,-0.018348623
77,-0.006173253,-0.017693317
78,-0.0076648593,-0.01965924
79,-0.009195909,-0.019003931
80,-0.010659575,-0.018348623
81,-0.011398867,-0.017038008
82,-0.01178427,-0.017038008
83,-0.01194635,-0.014416776
84,-0.011560604,-0.0124508515
85,-0.010534823,-0.01310616
86,-0.009838253,-0.01310616
87,-0.009630889,-0.013761468
88,-0.009276956,-0.018348623
89,-0.009323344,-0.019003931
90,-0.010473698,-0.017038008
91,-0.011552811,-0.011140236
92,-0.011385202,-0.010484928
93,-0.011268437,-0.010484928
94,-0.010715857,-0.014416776
95,-0.010619432,-0.0163827
96,-0.010985374,-0.019003931
97,-0.012312502,-0.02293578
98,-0.013872087,-0.02293578
99,-0.015210599,-0.021625163
100,-0.016225144,-0.01965924
101,-0.016695261,-0.020314548
102,-0.016869485,-0.017693317
103,-0.015582591,-0.017693317
104,-0.015039578,-0.021625163
105,-0.015599817,-0.020314548
106,-0.016222507,-0.022280471
107,-0.017030537,-0.02293578
108,-0.018199235,-0.01965924
109,-0.018053591,-0.022280471
110,-0.01784262,-0.015072084
111,-0.016457617,-0.015072084
112,-0.01496622,-0.019003931
113,-0.014704764,-0.015072084
114,-0.014256388,-0.015072084
115,-0.013539389,-0.0124508515
116,-0.012773722,-0.011795544
117,-0.012247741,-0.00655308
118,-0.010096595,-0.007863696
119,-0.00924544,-0.007863696
120,-0.008135349,-0.00982962
121,-0.007912725,-0.00655308
122,-0.007548362,-0.007208388
123,-0.007460341,-0.007863696
124,-0.0072251856,-0.011140236
125,-0.007812887,-0.015072084
126,-0.008681327,-0.008519004
127,-0.008756414,-0.00982962
128,-0.008721739,-0.0124508515
129,-0.008729085,-0.014416776
130,-0.009113863,-0.01310616
131,-0.009183615,-0.0124508515
132,-0.009732321,-0.014416776
133,-0.010364175,-0.015072084
134,-0.010743111,-0.013761468
135,-0.01086548,-0.011140236
136,-0.010594875,-0.011140236
137,-0.010387018,-0.007863696
138,-0.009400368,-0.011140236
139,-0.009043217,-0.011140236
140,-0.008753508,-0.0163827
141,-0.009561062,-0.018348623
142,-0.010364443,-0.014416776
143,-0.010620743,-0.0124508515
144,-0.010298312,-0.011140236
145,-0.009713292,-0.00655308
146,-0.00788191,-0.00655308
147,-0.0066529214,-0.00982962
148,-0.0067011416,-0.005242464
149,-0.006083548,-0.00655308
150,-0.0058945864,-0.00655308
151,-0.0060118735,-0.011795544
152,-0.0063735545,-0.008519004
153,-0.006335318,-0.005242464
154,-0.0060338825,-0.0091743115
155,-0.0060660243,-0.00982962
156,-0.0067849904,-0.013761468
157,-0.00734064,-0.0163827
158,-0.008679792,-0.015072084
159,-0.010004401,-0.013761468
160,-0.010611892,-0.013761468
161,-0.010873482,-0.00982962
162,-0.010155231,-0.00982962
163,-0.009412542,-0.0091743115
164,-0.0085225105,-0.00655308
165,-0.0074632466,-0.007863696
166,-0.0064175725,-0.007863696
167,-0.006081432,-0.001965924
168,-0.004395783,-0.003931848
169,-0.0038711578,-0.003931848
170,-0.0035782605,-0.000655308
171,-0.0026881099,-0.001965924
172,-0.0020133257,-0.0091743115
173,-0.0028743744,-0.011140236
174,-0.0039289594,-0.013761468
175,-0.0060670674,-0.013761468
176,-0.008121356,-0.015727391
177,-0.009753525,-0.0163827
178,-0.010819733,-0.014416776
179,-0.01131171,-0.017693317
180,-0.011749074,-0.01965924
181,-0.012775391,-0.022280471
182,-0.014262795,-0.02293578
183,-0.016117483,-0.02293578
184,-0.017851904,-0.023591088
185,-0.018678024,-0.026867628
186,-0.019913673,-0.024901703
187,-0.020386577,-0.024901703
188,-0.020367444,-0.024901703
189,-0.02044411,-0.02293578
190,-0.020433977,-0.02621232
191,-0.020513088,-0.02621232
192,-0.021104634,-0.02621232
193,-0.021401435,-0.027522936
194,-0.021982238,-0.027522936
195,-0.022966325,-0.025557011
196,-0.022831574,-0.026867628
197,-0.023049757,-0.024901703
198,-0.022951603,-0.02621232
199,-0.023379892,-0.026867628
200,-0.023525178,-0.027522936
201,-0.023936957,-0.028178243
202,-0.02397275,-0.031454783
203,-0.024393186,-0.0327654
204,-0.025100067,-0.03211009
205,-0.02605167,-0.030144168
206,-0.026607394,-0.0327654
207,-0.027440295,-0.030144168
208,-0.0274207,-0.030144168
209,-0.027343243,-0.030799476
210,-0.027476743,-0.0327654
211,-0.028224155,-0.035386633
212,-0.029362932,-0.035386633
