Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation,buy_Dealer_Hedging,buy_Dealer_self,buy_Foreign_Investor,buy_Investment_Trust,sell_Dealer_Hedging,sell_Dealer_self,sell_Foreign_Investor,sell_Investment_Trust
2023-01-03,1324860,22495776,17.0,17.15,16.85,16.95,-0.1,587,42000,1000,478000,1000,0,38463,437000,0
2023-01-04,1512580,25722840,17.0,17.1,16.9,17.05,0.1,497,11000,0,1033340,3000,0,4000,514000,0
2023-01-05,1193615,20379730,17.05,17.15,17.0,17.0,-0.05,564,0,0,313000,1000,0,36000,535000,0
2023-01-06,1933155,33052866,17.1,17.15,17.0,17.05,0.05,712,20000,0,1384000,2000,0,0,652000,0
2023-01-09,2192638,37760229,17.2,17.3,17.15,17.25,0.2,959,44000,0,1582036,4000,0,0,841000,0
2023-01-10,1458039,24969408,17.2,17.2,17.05,17.15,-0.1,750,0,100000,528554,0,0,93,816000,0
2023-01-11,2176282,37716389,17.25,17.45,17.25,17.25,0.1,961,76000,55000,926000,5000,0,0,490000,0
2023-01-12,1626797,28091631,17.25,17.4,17.2,17.2,-0.05,969,13000,0,894000,7000,69000,0,722000,0
2023-01-13,885719,15266076,17.25,17.3,17.15,17.25,0.05,515,0,0,392000,4000,23000,21000,246000,3000
2023-01-16,1262779,21698018,17.25,17.3,17.1,17.1,-0.15,601,94000,31000,289000,4000,77000,327,789000,0
2023-01-17,1352501,23107884,17.15,17.2,17.0,17.15,0.05,584,0,5000,423108,1000,196000,0,539000,1000
2023-01-30,2819071,49036754,17.3,17.5,17.25,17.5,0.35,1269,13000,64000,2157770,15000,0,200,648000,0
2023-01-31,3679774,65060730,17.55,17.85,17.5,17.7,0.2,1519,57000,15000,1398072,81000,16000,35993,1558000,0
2023-02-01,2178060,38719351,17.75,17.95,17.65,17.75,0.05,886,0,7000,414000,62000,127000,0,933000,0
2023-02-02,2947444,52818229,17.8,18.0,17.8,18.0,0.25,1226,0,5000,1723626,3000,0,12000,183000,0
2023-02-03,1928961,34635871,18.05,18.05,17.85,18.0,0.0,1001,0,1000,939000,0,9000,4000,832000,0
2023-02-06,1653406,29602529,18.0,18.0,17.8,18.0,0.0,830,0,0,868000,0,0,10000,665000,0
2023-02-07,1335632,23986689,17.95,18.1,17.85,18.0,0.0,726,0,0,687000,0,0,1194,668000,0
2023-02-08,1052420,18893183,17.95,18.0,17.9,17.9,-0.1,573,0,0,242000,0,5000,6213,456000,0
2023-02-09,1715525,30540919,17.8,18.0,17.7,17.7,-0.2,866,0,0,226000,0,0,7806,844000,0
2023-02-10,1670220,29456431,17.7,17.8,17.5,17.65,-0.05,911,0,50000,397806,0,2000,34107,628000,0
2023-02-13,2053832,35820931,17.45,17.55,17.35,17.4,-0.25,898,0,1000,453000,0,50000,36557,466000,0
2023-02-14,886228,15495662,17.5,17.6,17.4,17.5,0.1,464,0,0,185000,0,0,198,357000,0
2023-02-15,1418405,24706056,17.55,17.6,17.3,17.4,-0.1,704,0,111000,250000,0,0,737,676000,0
2023-02-16,1744565,30281826,17.5,17.5,17.3,17.35,-0.05,848,0,0,114000,0,0,542,1291000,0
2023-02-17,1120965,19530532,17.35,17.45,17.35,17.45,0.1,545,0,1000,68000,0,0,3276,668080,0
2023-02-20,1423859,24940073,17.45,17.6,17.4,17.55,0.1,666,0,0,229000,0,0,27361,720000,0
2023-02-21,1478970,25885919,17.55,17.6,17.4,17.45,-0.1,678,0,1000,138000,0,0,36768,711000,0
2023-02-22,1529317,26465974,17.4,17.4,17.25,17.4,-0.05,860,0,1000,183000,0,10000,42489,909000,0
2023-02-23,1731333,30193053,17.45,17.5,17.3,17.5,0.1,774,37000,0,313000,0,0,2121,610000,2000
2023-02-24,1608774,28154018,17.6,17.6,17.4,17.55,0.05,822,6000,13000,248000,0,0,18000,698000,0
2023-03-01,2410363,42479113,17.55,17.75,17.4,17.7,0.15,930,34000,1000,701144,0,0,77848,931000,0
2023-03-02,3676442,65896958,17.7,18.05,17.7,17.95,0.25,1516,0,100001,1227000,1000,12000,21000,864000,0
2023-03-03,5426864,98840278,18.0,18.4,18.0,18.4,0.45,2008,58000,0,2038000,0,0,3000,849000,3000
2023-03-06,5727257,107081923,18.7,18.85,18.55,18.65,0.25,2534,73000,167000,263000,0,60000,0,1783000,2000
2023-03-07,7895690,149956891,19.1,19.25,18.75,18.85,0.2,2629,24000,15000,580000,78000,0,0,1656000,0
2023-03-08,22198698,432123221,18.9,19.85,18.85,19.75,0.9,7664,350000,71001,3554000,5000,47000,19770,3874000,1000
2023-03-09,11655085,224753507,19.5,19.7,19.05,19.25,-0.5,4665,0,46000,801000,0,336000,1933,4687000,21000
2023-03-10,8761727,165070908,18.95,19.1,18.6,18.85,-0.4,3523,0,14000,2415036,0,46000,17206,1330000,0
2023-03-13,6989914,130817780,18.75,19.0,18.4,18.85,0.0,2522,51000,57000,1390036,0,10000,17657,1865000,0
2023-03-14,3382826,63819141,18.8,19.0,18.7,18.85,0.0,1394,1000,0,968590,1000,5000,22259,794000,3000
2023-03-15,3568557,67017324,19.0,19.0,18.6,18.75,-0.1,1532,0,2000,75020,55000,0,103705,1423000,0
2023-03-16,6193029,114062438,18.7,18.7,18.2,18.45,-0.3,2631,0,5000,1136000,2000,44000,18628,1722739,0
2023-03-17,3241579,60225898,18.6,18.75,18.45,18.55,0.1,1293,4000,61000,311000,0,5000,6142,1529000,0
