Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation,buy_Dealer_Hedging,buy_Dealer_self,buy_Foreign_Investor,buy_Investment_Trust,sell_Dealer_Hedging,sell_Dealer_self,sell_Foreign_Investor,sell_Investment_Trust
2023-01-03,134991,10556690,78.3,78.3,78.0,78.3,0.0,285,0,1000,37000,0,0,7416,29000,0
2023-01-04,257932,20191363,78.5,78.6,78.0,78.3,0.0,333,0,113000,47000,0,0,2252,43000,0
2023-01-05,297366,23271100,78.5,78.5,78.1,78.2,-0.1,375,0,95000,56100,0,0,4000,18731,109000
2023-01-06,155107,12132119,78.2,78.3,78.1,78.3,0.1,316,0,0,25100,0,0,793,56000,4600
2023-01-09,759786,59765930,78.3,79.0,78.3,78.9,0.6,869,3000,37000,147112,0,0,1789,129000,0
2023-01-10,310735,24470459,79.0,79.0,78.6,79.0,0.1,522,0,0,113168,0,0,2417,54000,0
2023-01-11,748534,59394192,79.2,79.8,79.0,79.1,0.1,802,0,177000,217300,0,0,0,145000,0
2023-01-12,327515,25794507,79.2,79.2,78.5,78.9,-0.2,709,0,16000,57000,0,0,2518,81000,0
2023-01-13,335945,26416455,79.2,79.2,78.4,78.4,-0.5,621,0,8000,31000,0,0,7752,62000,0
2023-01-16,229501,18036542,78.4,78.9,78.4,78.5,0.1,524,0,7000,35000,0,0,2609,17300,0
2023-01-17,246435,19402567,78.6,78.9,78.5,78.8,0.3,550,0,0,73336,0,0,0,14000,0
2023-01-30,616456,48674541,79.0,79.4,78.7,78.9,0.1,880,0,19000,96840,0,0,7581,182000,100000
2023-01-31,501223,39602041,78.9,79.2,78.8,79.0,0.1,674,0,4000,130224,0,0,946,157000,20000
2023-02-01,467313,36902106,78.8,79.3,78.8,78.9,-0.1,607,0,8000,77000,0,0,11395,95000,0
2023-02-02,612404,48611898,79.0,79.6,79.0,79.5,0.6,701,0,1000,293832,0,0,5987,21000,0
2023-02-03,402194,31981534,79.7,79.8,79.1,79.8,0.3,579,0,6000,216000,0,0,7233,70000,0
2023-02-06,508501,40650311,79.8,80.2,79.5,80.1,0.3,813,0,0,281000,0,0,3000,62000,0
2023-02-07,386497,30902805,80.2,80.3,79.5,80.0,-0.1,623,0,2000,166000,0,0,2982,66000,0
2023-02-08,302542,24163058,80.2,80.2,79.7,79.9,-0.1,503,0,3000,39000,0,0,2442,100000,0
2023-02-09,279811,22283940,79.8,79.9,79.5,79.5,-0.4,500,0,5000,33000,0,0,5564,60000,0
2023-02-10,280816,22259398,79.5,79.5,79.0,79.4,-0.1,672,0,10000,27052,0,0,11096,41000,0
2023-02-13,656863,51720493,79.3,79.3,78.5,78.7,-0.7,1223,0,10000,21000,0,0,127000,167000,0
2023-02-14,321599,25339554,78.6,79.0,78.6,78.9,0.2,650,0,7000,18000,0,0,4726,39000,0
2023-02-15,295595,23327340,79.0,79.1,78.7,78.9,0.0,515,0,4000,41000,0,0,1750,183600,0
2023-02-16,279628,22071554,78.8,79.0,78.8,78.9,0.0,559,0,10000,10000,0,0,4222,56000,0
2023-02-17,422606,33285150,78.9,79.0,78.6,78.7,-0.2,873,0,8000,6000,0,0,9056,82000,0
2023-02-20,620408,49195565,78.8,80.0,78.8,79.3,0.6,762,0,6000,29025,0,0,7184,159000,0
