Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation,buy_Dealer_Hedging,buy_Dealer_self,buy_Foreign_Investor,buy_Investment_Trust,sell_Dealer_Hedging,sell_Dealer_self,sell_Foreign_Investor,sell_Investment_Trust
2023-01-03,76317803,3546814012,47.25,47.6,46.0,46.95,-0.25,32852,533000,1632000,10411627,1873000,309039,221000,37496000,793000
2023-01-04,150327907,7183333117,47.0,48.7,46.8,46.95,0.0,60571,1122722,1943000,48065001,889000,233915,1423000,43551006,0
2023-01-05,51475652,2429281649,46.95,47.75,46.85,47.0,0.05,24793,417000,370000,9255982,913000,642996,687000,10007277,122000
2023-01-06,69354640,3258657519,46.5,47.7,46.2,47.7,0.7,32875,1098106,695000,20116939,502000,553398,564000,14233765,2192000
2023-01-09,76402787,3625122524,47.9,48.1,46.9,47.6,-0.1,31742,565587,520000,21064000,106000,928753,2466000,16751417,329000
2023-01-10,56313242,2689193649,47.7,48.5,47.2,47.2,-0.4,23925,197000,350000,11517504,70000,194614,438000,12953523,714533
2023-01-11,27750096,1315019755,47.7,47.8,47.1,47.1,-0.1,12865,104000,248000,7736340,70000,375000,212000,6892000,337000
2023-01-12,61412157,2916051337,47.6,48.15,47.0,47.1,0.0,25465,280000,1210000,9277621,595989,118713,370000,15359000,0
2023-01-13,27317140,1288489822,47.65,47.7,46.85,46.85,-0.25,11950,117030,221000,5822504,91000,336000,303000,5251000,285000
2023-01-16,26599525,1247722366,46.8,47.25,46.65,47.05,0.2,11093,103000,223000,5901600,0,327000,454000,3928000,2415235
2023-01-17,30283194,1437285856,47.2,47.7,46.9,47.7,0.65,12675,236002,576000,10438104,569000,227000,212000,3416000,708596
2023-01-30,159347747,8033372202,48.35,52.2,48.0,52.0,4.3,61609,4770843,3692000,60138271,1737000,631000,1815000,25382088,648436
2023-01-31,133588741,7133227341,52.2,54.4,51.6,54.2,2.2,56504,1622371,1560000,40101145,1439000,1578624,1745000,26370725,1922160
2023-02-01,94231017,5080940659,53.6,54.9,52.9,54.6,0.4,36636,1016115,1674000,25343801,2149000,1293497,1283000,21439074,2300462
2023-02-02,67682489,3673385309,54.2,55.3,53.6,54.0,-0.6,27897,88000,739224,14207100,3753000,911231,2617000,14184048,570485
2023-02-03,48816488,2643386583,53.9,54.9,53.3,54.2,0.2,19987,351000,1321869,12048955,78000,240000,486000,11387200,1831790
