Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation,buy_Dealer_Hedging,buy_Dealer_self,buy_Foreign_Investor,buy_Investment_Trust,sell_Dealer_Hedging,sell_Dealer_self,sell_Foreign_Investor,sell_Investment_Trust
2023-01-03,17423661,383875152,22.0,22.25,21.8,22.15,0.05,7140,337000,224000,6963964,3396000,138765,469000,12261792,125000
2023-01-04,18241934,406374103,22.0,22.35,22.0,22.35,0.2,4695,344000,204000,13501736,1141000,118485,2000,10907000,0
2023-01-05,40602842,913599833,22.35,22.6,22.3,22.6,0.25,7735,318550,843000,30481729,107000,86000,433000,23808512,0
2023-01-06,18685116,421926601,22.55,22.7,22.45,22.6,0.0,7134,383000,91000,9496715,321000,96000,26000,10574127,0
2023-01-09,46496447,1068303478,22.9,23.15,22.7,23.15,0.55,12875,499763,182004,31340052,2480000,25229,180000,10197225,0
2023-01-10,25244147,581967223,23.1,23.15,22.85,23.15,0.0,9878,88000,6000,14521900,268000,316281,171000,11789000,0
2023-01-11,20673897,477614613,23.15,23.25,22.95,23.1,-0.05,7845,492000,51000,13712722,98000,222000,12000,7621401,0
2023-01-12,18742470,429953071,23.1,23.15,22.8,22.9,-0.2,5528,121000,6000,11991235,330000,3694,105000,9502368,0
2023-01-13,24014063,550514454,22.95,23.15,22.8,22.8,-0.1,6889,362000,92000,19394894,25000,27000,70000,15318000,17000
2023-01-16,24453761,564223926,22.95,23.25,22.9,23.05,0.25,6674,196000,50000,15139177,2685000,254995,45000,9257050,0
2023-01-17,30462402,705163148,23.05,23.25,22.95,23.2,0.15,7955,0,448000,21520394,368000,44000,12000,10506000,3339000
2023-01-30,82623230,1914509282,23.25,23.4,22.9,23.2,0.0,23682,366009,492000,58109149,69000,118006,370000,68506293,626000
2023-01-31,48726908,1118742025,23.25,23.3,22.85,22.85,-0.35,10335,11000,373000,33118277,48000,113139,254704,40487784,2189000
2023-02-01,38764006,880552585,22.95,23.05,22.6,22.75,-0.1,12761,85000,290000,18227185,862000,24745,416033,23875252,9014000
2023-02-02,46528896,1048891994,22.7,22.7,22.4,22.5,-0.25,14618,391000,290000,14012053,2495000,397532,432085,35941036,3979000
2023-02-03,31717281,710969006,22.45,22.5,22.35,22.4,-0.1,11435,48000,158000,8259903,872000,78907,310207,25771901,2074000
2023-02-06,23724208,530791026,22.35,22.55,22.25,22.35,-0.05,9768,1020000,49000,8240915,2315000,993053,100904,13769000,2381000
2023-02-07,25001699,559838166,22.4,22.6,22.3,22.3,-0.05,8694,31000,236000,8569460,1567000,45996,760376,16134613,2500000
2023-02-08,16341579,365538047,22.3,22.45,22.3,22.4,0.1,6886,1000,62000,8232641,324000,12000,126000,7117816,2205000
2023-02-09,16862889,376887825,22.3,22.45,22.3,22.3,-0.1,7847,255000,106000,6238647,1329000,276996,144941,12185000,360000
2023-02-10,21077247,471799356,22.3,22.5,22.25,22.45,0.15,5879,880000,120000,9511055,1710000,765090,498000,12822000,3000
2023-02-13,23153840,523329567,22.35,22.75,22.3,22.75,0.3,6403,759000,485000,12874545,2902000,500724,469000,7387100,0
2023-02-14,39103184,895017975,22.8,23.05,22.65,22.9,0.15,8824,187871,125000,12999036,250000,35000,330000,15833746,0
2023-02-15,43285044,981071077,22.8,22.9,22.5,22.55,-0.35,10877,134000,224000,13926338,310455,167681,204898,28752339,8000000
2023-02-16,23265625,527779200,22.6,22.8,22.55,22.7,0.15,5174,1414000,94000,10584200,2524886,1028788,90392,11996386,0
2023-02-17,24841839,565707714,22.6,22.85,22.6,22.75,0.05,5301,187000,46000,10395000,1724191,16000,194087,8507169,7002000
2023-02-20,15297268,350306180,22.8,23.0,22.7,22.95,0.2,5547,198000,47000,7208266,459000,9000,363000,3474000,4000
2023-02-21,13646211,310729227,22.85,22.9,22.7,22.8,-0.15,5641,364000,3000,5274180,127000,123000,361501,5267500,355000
2023-02-22,21817031,496064315,22.6,22.9,22.5,22.8,0.0,6363,321000,74000,9368475,2602000,98999,794998,9627000,365000
2023-02-23,16630270,380332282,22.85,23.0,22.75,22.85,0.05,4439,423000,40000,13089130,135000,113000,0,8047000,0
2023-02-24,38184090,870516858,22.95,22.95,22.75,22.75,-0.1,5772,792000,132000,25431229,47000,93016,273000,29694730,11
2023-03-01,26345113,597671843,22.7,22.8,22.6,22.7,-0.05,8293,489000,68000,18827175,1675000,319683,1040995,18391561,2101000
2023-03-02,26855189,605078809,22.75,22.8,22.4,22.55,-0.15,9896,63000,156000,11550880,2626120,99142,578224,17714999,3300000
2023-03-03,22285434,500544268,22.6,22.6,22.4,22.4,-0.15,7415,15000,82000,6258165,1235000,28985,80445,18171201,500000
2023-03-06,27534011,620638461,22.6,22.6,22.45,22.55,0.15,8878,222000,1222000,12395055,1248000,19000,29000,21465292,502000
2023-03-07,53241350,1205077127,22.55,22.75,22.55,22.65,0.1,7568,436000,466000,33750289,1217000,1000,0,38375683,0
2023-03-08,40467468,913911368,22.6,22.75,22.45,22.75,0.1,8862,210000,789000,18890420,234000,145732,158050,31173876,817000
2023-03-09,29738047,672492828,22.75,22.8,22.5,22.5,-0.25,8428,288000,115000,10085600,403988,105422,356000,25002796,0
2023-03-10,37199423,829311807,22.3,22.4,22.2,22.25,-0.25,14814,1407000,420000,4870100,2496069,925251,431925,27159999,234000
2023-03-13,31034115,688577252,22.2,22.3,22.05,22.2,-0.05,9493,2028000,112000,11845718,3268082,1745537,519877,20221582,561000
2023-03-14,72392734,1579192783,22.0,22.0,21.7,21.7,-0.5,26245,1376000,517000,20839900,4009167,715035,548434,62613544,820000
2023-03-15,47127865,1022782576,21.8,21.85,21.55,21.55,-0.15,19959,610000,302000,8661181,2078336,863074,1746999,39135102,1221000
2023-03-16,90902847,1910931239,21.3,21.35,20.85,20.9,-0.65,38621,491000,240000,11022115,2358898,766202,715903,50218342,2000
2023-03-17,86412114,1809596103,20.95,21.15,20.85,20.85,-0.05,25648,118000,480000,28552829,1753592,10000,379000,66014375,7672600
2023-03-20,38677575,807998305,20.9,21.0,20.7,21.0,0.15,15634,398000,88000,10828350,1917000,247745,309203,20697716,4005000
2023-03-21,39911028,841090092,21.0,21.25,20.85,21.05,0.05,14099,178000,296000,11033260,224000,28328,48798,30069137,600000
2023-03-22,30072843,640853586,21.2,21.4,21.15,21.35,0.3,11229,59000,152000,17165626,98071,36000,54070,12253642,4000000
2023-03-23,25578106,548045183,21.25,21.55,21.15,21.55,0.2,8098,9000,210000,13550116,880224,192001,14000,12532233,322000
2023-03-24,26488189,567360219,21.55,21.6,21.3,21.4,-0.15,9006,95000,570000,8816915,3316104,309227,0,20055326,100000
2023-03-27,16690072,358046780,21.55,21.55,21.4,21.45,0.05,5974,34000,0,8694000,55000,308236,78000,12124134,45000
2023-03-28,19277073,415634145,21.5,21.7,21.45,21.5,0.05,5856,31000,57000,11953206,74605,78276,30000,9449002,505000
2023-03-29,22647734,490867827,21.5,21.75,21.5,21.7,0.2,6796,54000,3000,17116026,56502,5000,4000,12355282,0
2023-03-30,24120044,522084961,21.75,21.8,21.55,21.65,-0.05,6484,94000,107000,15286372,96000,274391,2598,15559594,0
2023-03-31,29310312,640024959,21.7,21.9,21.7,21.85,0.2,5972,6000,52000,23715200,45000,330000,0,16649158,10000
2023-04-06,28159232,612157035,21.85,21.85,21.65,21.7,-0.15,10938,30000,4000,12431423,35000,48783,10147,22280300,0
2023-04-07,14847570,322093763,21.7,21.8,21.65,21.7,0.0,6530,20000,10000,5869200,199351,8000,0,9834000,0
2023-04-10,12053447,262476101,21.7,21.85,21.65,21.8,0.1,5382,114000,2000,4973570,34160,21052,0,7373000,0
2023-04-11,27808555,605486666,21.65,21.85,21.65,21.85,0.05,8247,84000,74000,14216443,95000,197000,4000,22791634,184000
2023-04-12,20767361,455906202,21.85,22.0,21.8,22.0,0.15,6809,32220,432000,12332132,143000,66000,26000,7623795,0
2023-04-13,26634414,592280520,22.05,22.35,22.05,22.3,0.3,10174,53000,6000,16692316,266000,90761,80000,6340000,0
2023-04-14,19887841,445184446,22.3,22.5,22.2,22.5,0.2,9154,30000,208000,10828593,85000,84000,0,5749876,0
2023-04-17,21375118,480441627,22.5,22.55,22.4,22.5,0.0,7704,83000,11000,9131498,176000,147858,60999,7644057,0
2023-04-18,14290042,320495202,22.5,22.5,22.35,22.4,-0.1,5345,182000,78000,6727120,153723,21000,6000,7678002,63000
2023-04-19,17478577,392411698,22.45,22.5,22.4,22.45,0.05,6855,175000,850000,9982000,513351,70000,276000,8525050,0
2023-04-20,10574547,236128312,22.35,22.4,22.25,22.35,-0.1,4552,98000,254000,5368004,192469,26602,115784,5330975,0
2023-04-21,16575077,369417137,22.35,22.4,22.2,22.3,-0.05,5765,335000,161000,9031622,115112,15711,133000,9871073,448000
2023-04-24,12023180,269328615,22.25,22.5,22.2,22.45,0.15,4066,91000,47000,8071324,236000,2399,538999,2944000,1000
2023-04-25,21069220,472428171,22.45,22.55,22.3,22.35,-0.1,5160,1187000,301000,11454409,355000,8000,69019,9592000,0
2023-04-26,19433496,434767727,22.35,22.45,22.3,22.45,0.1,6592,739000,1691000,10594605,742000,5000,185000,8865106,0
